Period,LeftHipAngle
1487,153.007355088646
1488,152.971388481681
1489,152.941606753639
1490,152.910100160008
1491,152.871599238123
1492,152.826466395647
1493,152.772940200502
1494,152.715184557047
1495,152.649992353616
1496,152.578306638549
1497,152.497128295342
1498,152.402481339054
1499,152.290970502421
1500,152.163110095749
1501,152.017713488504
1502,151.863385582112
1503,151.70811350418
1504,151.562720048883
1505,151.437501566839
1506,151.340483009236
1507,151.280974722728
1508,151.266109793217
1509,151.303636491078
1510,151.402761899987
1511,151.567294227404
1512,151.799525523655
1513,152.096689966213
1514,152.45145151753
1515,152.854504021204
1516,153.292188217922
1517,153.751783120907
1518,154.220586539775
1519,154.686462314341
1520,155.141485616202
1521,155.577808893084
1522,155.98965813534
1523,156.375964652658
1524,156.731999352273
1525,157.059269803118
1526,157.354368245185
1527,157.618268143913
1528,157.850470824085
1529,158.049886218298
1530,158.21843666142
1531,158.359085991395
1532,158.472113208059
1533,158.560846384313
1534,158.629999031009
1535,158.679102640151
1536,158.71640330786
1537,158.734240108183
1538,158.732541262291
1539,158.709503447529
1540,158.653662300199
1541,158.561588916383
1542,158.436125474867
1543,158.277107247974
1544,158.097951985277
1545,157.910447364282
1546,157.728482284142
1547,157.559623116578
1548,157.418149671969
1549,157.298404061019
1550,157.21975638094
1551,157.174002460418
1552,157.179361716326
1553,157.250657450922
1554,157.400461671616
1555,157.652487240499
1556,158.021603547051
1557,158.530424754001
1558,159.186372161478
1559,159.99655396027
1560,160.963576555684
1561,162.072008910931
1562,163.32220568565
1563,164.689190504103
1564,166.155517495789
1565,167.704209850161
1566,169.297362685654
1567,170.905466037346
1568,172.509244871988
1569,174.083544892336
1570,175.609718442944
1571,177.073668225358
1572,178.367508555657
1573,178.857011201883
1574,177.909293268998
1575,176.557739683143
1576,175.128089057026
1577,173.67379815003
1578,172.207635008792
1579,170.760518975004
1580,169.335373722247
1581,167.943674324309
1582,166.602809455043
1583,165.322440332017
1584,164.105149671823
1585,162.958428092931
1586,161.896636765962
1587,160.92191208076
1588,160.039694981516
1589,159.261056859187
1590,158.581199736368
1591,158.007328475552
1592,157.528532335997
1593,157.153422658334
1594,156.85944795797
1595,156.647267883061
1596,156.49212979546
1597,156.393268460665
1598,156.327653635859
1599,156.283234873664
1600,156.25246101546
1601,156.209672946926
1602,156.159306820874
1603,156.086182461732
1604,155.991092710896
1605,155.872727762552
1606,155.73845434922
1607,155.586684399932
1608,155.419899109839
1609,155.248674039087
1610,155.071186686657
1611,154.887944179052
1612,154.69685464809
1613,154.494051731277
1614,154.291775092713
1615,154.072522310683
1616,153.852797950747
1617,153.629092865247
1618,153.413192551806
1619,153.20117633255
1620,152.997555863977
1621,152.796543252233
