Time,LeftHipAngle,RightHipAngle,LeftKneeAngle,RightKneeAngle,LeftAnkleAngle,RightAnkleAngle
1970-01-01 00:00:08.860,155.89091752829256,176.5684020482498,163.25459247069972,121.76377463471162,96.30554845527205,107.50051349187947
1970-01-01 00:00:08.870,156.2683224659271,176.07401830390532,163.58397336920711,120.03599671508452,95.98691239371574,106.84896377226724
1970-01-01 00:00:08.880,156.66278591225904,174.95859548644714,163.89479628761424,118.65148915611518,95.69466086962946,106.07107499018343
1970-01-01 00:00:08.890,157.064541882644,173.5614332475635,164.18044465625528,117.60406075473604,95.42023098305148,105.2233454435617
1970-01-01 00:00:08.900,157.46262803749875,172.06350656339035,164.43963398132928,116.88396536175802,95.15938148481295,104.34521599269934
1970-01-01 00:00:08.910,157.84686599655586,170.5507438286788,164.673902933453,116.47819980839384,94.9106114602714,103.46232692066282
1970-01-01 00:00:08.920,158.20973289072853,169.0681069904334,164.8870341857268,116.37284682733794,94.67376247057888,102.58880903668384
1970-01-01 00:00:08.930,158.5428877264806,167.63987973308727,165.08323641505268,116.55332823071952,94.44838038044348,101.73165861567144
1970-01-01 00:00:08.940,158.84076594304986,166.28107821719718,165.2666886363508,117.00504348753546,94.23280472368982,100.8931258750008
1970-01-01 00:00:08.950,159.0992758799911,164.99989525234818,165.4412054667983,117.71408994081922,94.02514089375784,100.07192189395526
1970-01-01 00:00:08.960,159.3144827517105,163.80211797300478,165.6102914785669,118.66855369025716,93.8226868495846,99.269172951713
1970-01-01 00:00:08.970,159.48474441680963,162.68760225215274,165.77669509975885,119.85686062367576,93.62262796289647,98.4865689142554
1970-01-01 00:00:08.980,159.60923260067503,161.6574773382518,165.94161325113197,121.269584443585,93.42368877666412,97.7342058991768
1970-01-01 00:00:08.990,159.68757533816165,160.7108075744408,166.1056098490199,122.90070053244436,93.22509387240456,97.02575618921382
1970-01-01 00:00:09.000,159.72189078987617,159.84641071037157,166.26767996034178,124.74643474432106,93.02613481779596,96.38196007289734
1970-01-01 00:00:09.010,159.7148209501958,159.06316259643216,166.42619465936178,126.80748453359595,92.8260706736944,95.82734983273536
1970-01-01 00:00:09.020,159.67234921037488,158.3605150944559,166.57830757653903,129.08638414442768,92.62290266990146,95.38638020363412
1970-01-01 00:00:09.030,159.5993387720753,157.73672579095387,166.72168468572863,131.58886024341166,92.41271164232698,95.08064915208124
1970-01-01 00:00:09.040,159.50363569487894,157.18812149728365,166.85361574075537,134.31842957087196,92.19009659078284,94.92334837185348
1970-01-01 00:00:09.050,159.39300584242983,156.71354237046484,166.97175230837587,137.27611389845097,91.94788323017372,94.91461016290732
1970-01-01 00:00:09.060,159.27367547545282,156.30590202629742,167.07461765370803,140.4555600655218,91.67922357818271,95.04050946991876
1970-01-01 00:00:09.070,159.15319187385631,155.95866442676572,167.16177507196764,143.84032393833044,91.3780654448982,95.27479206656028
1970-01-01 00:00:09.080,159.03442384374193,155.66238963692243,167.23224366501626,147.40007489239952,91.0420298046495,95.58193223062668
1970-01-01 00:00:09.090,158.9194831520567,155.40525829024077,167.2865014806851,151.0868268064072,90.67059413782307,95.92115957096718
1970-01-01 00:00:09.100,158.80626552403456,155.17721006465518,167.3257652967226,154.83346028267582,90.26701849003048,96.2557402392536
1970-01-01 00:00:09.110,158.6917534190923,154.96591120591003,167.35077617405068,158.54766991907397,89.83605681095224,96.55129007807626
1970-01-01 00:00:09.120,158.5703315343161,154.76116258872054,167.3644282978191,162.11341691493354,89.3841633928162,96.78350742493856
1970-01-01 00:00:09.130,158.4386561066628,154.55392200074877,167.36832467892756,165.38508350256745,88.91848961079799,96.9349231494472
1970-01-01 00:00:09.140,158.29540359448166,154.33737440254922,167.36561294116504,168.1912096518277,88.44753831628132,96.99663188899171
1970-01-01 00:00:09.150,158.14273519741732,154.1063864858399,167.3584119945425,170.34571706868277,87.97899535766084,96.9659932556734
1970-01-01 00:00:09.160,157.9892978812758,153.85504352939387,167.34872224575847,171.71626388569675,87.52051877341408,96.84899437419244
1970-01-01 00:00:09.170,157.84298387686042,153.58314160733346,167.33838009088643,172.3479933194646,87.07974084560844,96.65862890241468
1970-01-01 00:00:09.180,157.71331697968458,153.291396412033,167.3296076762872,172.50285005377856,86.66390130149412,96.41900695731448
1970-01-01 00:00:09.190,157.60825203317674,152.9850359735602,167.32307560229282,172.5010827234162,86.28042305707126,96.16313035618305
1970-01-01 00:00:09.200,157.53103076613394,152.67390610390734,167.31935521450458,172.55543502924655,85.93623823534786,95.93420454921188
1970-01-01 00:00:09.210,157.48296331434554,152.36900380511423,167.3165786304618,172.73551459004625,85.63740353180911,95.78842967187634
1970-01-01 00:00:09.220,157.46472032632235,152.08419926887728,167.30955229307474,173.00015264332905,85.38790339342196,95.7837052455277
1970-01-01 00:00:09.230,157.47691811306555,151.83239191270704,167.2899641695345,173.24538565688638,85.1912946505649,95.97465054007094
1970-01-01 00:00:09.240,157.52396578418228,151.6206928970265,167.2430226710918,173.35877544574456,85.05081466898453,96.39760435095803
1970-01-01 00:00:09.250,157.61489022921697,151.45375217956928,167.14666517120338,173.27308666915994,84.97177387128401,97.06257728842684
1970-01-01 00:00:09.260,157.7654424043024,151.32941738568516,166.96882847185506,172.9941628487352,84.96380592269848,97.94797985427104
